NDC,drugbank_id
000742334,DB00327
000441012,DB00327
004092634,DB00327
004091304,DB00327
004093356,DB00327
004092172,DB00327
617030243,DB00327
004091283,DB00327
004091312,DB00327
001821681,DB00328
001850720,DB00328
673860511,DB00328
510790190,DB00328
510790191,DB00328
000063376,DB00328
000060150,DB00328
688500012,DB00330
688500010,DB00330
001724330,DB00331
510790972,DB00331
000937212,DB00331
001724331,DB00331
001724332,DB00331
001724435,DB00331
000876074,DB00331
000876072,DB00331
000876073,DB00331
510790973,DB00331
000876070,DB00331
000876063,DB00331
625840259,DB00331
009045794,DB00331
000876060,DB00331
005970087,DB00332
495020685,DB00332
005970013,DB00332
005970082,DB00332
004879801,DB00332
000544538,DB00333
000548553,DB00333
004065771,DB00333
000543556,DB00333
000543555,DB00333
640190538,DB00333
664790530,DB00333
000548554,DB00333
674570217,DB00333
000541218,DB00333
004060527,DB00333
669930047,DB00334
000024454,DB00334
000024116,DB00334
000024117,DB00334
000024453,DB00334
000024115,DB00334
000024112,DB00334
000027597,DB00334
510790759,DB00335
005915777,DB00335
510790684,DB00335
510790685,DB00335
003001544,DB00338
000935211,DB00338
009045684,DB00338
510790007,DB00338
001860743,DB00338
611130742,DB00338
580160327,DB00338
529590536,DB00338
617480012,DB00339
510790691,DB00339
510790597,DB00341
000695510,DB00341
000690731,DB00341
553900566,DB00343
100190510,DB00343
000881777,DB00343
000881778,DB00343
510790745,DB00343
637390079,DB00343
004562613,DB00343
510790746,DB00343
510790747,DB00343
004091171,DB00343
004562615,DB00343
004562616,DB00343
002583688,DB00343
004562614,DB00343
004562612,DB00343
002583687,DB00343
553900565,DB00343
620370697,DB00343
002583690,DB00343
002583689,DB00343
673860310,DB00349
000090121,DB00350
003642173,DB00350
534890386,DB00350
005915643,DB00350
000150508,DB00351
000548604,DB00351
510790435,DB00351
510790434,DB00351
498840907,DB00351
009043571,DB00351
000780053,DB00353
000780054,DB00353
000032230,DB00355
514790041,DB00355
514790048,DB00355
514790049,DB00355
514790042,DB00355
000032240,DB00355
000032560,DB00355
510790840,DB00359
001850757,DB00359
001730656,DB00361
007034183,DB00361
553900070,DB00361
000490115,DB00362
000780126,DB00363
000780127,DB00363
000881712,DB00364
510790871,DB00364
637390261,DB00364
512850942,DB00367
512850769,DB00367
512850038,DB00367
007818932,DB00368
000747041,DB00368
004091443,DB00368
002471200,DB00368
000741443,DB00368
007031153,DB00368
619580101,DB00369
510790086,DB00370
000520107,DB00370
000520105,DB00370
000520106,DB00370
000063628,DB00373
242080324,DB00373
613140227,DB00373
503830233,DB00373
613140226,DB00373
000063367,DB00373
605050568,DB00373
242080330,DB00373
663020101,DB00374
663020206,DB00374
000090450,DB00375
000090260,DB00375
510790124,DB00376
510790115,DB00376
548682340,DB00376
000938741,DB00379
005970066,DB00379
005970067,DB00379
005970068,DB00379
580160740,DB00379
000938740,DB00379
553900060,DB00380
597621530,DB00381
000691520,DB00381
000780406,DB00381
000691530,DB00381
510790450,DB00381
510790451,DB00381
007811008,DB00384
000073650,DB00384
001083806,DB00384
651970002,DB00384
004091800,DB00388
174780205,DB00388
000241352,DB00388
005361389,DB00388
000241348,DB00388
000241353,DB00388
613140342,DB00388
000650359,DB00388
174780200,DB00388
005170405,DB00388
100190163,DB00388
667580016,DB00388
000548192,DB00390
001730242,DB00390
001730249,DB00390
006411410,DB00390
000548193,DB00390
576640135,DB00393
005550980,DB00393
000262855,DB00393
001730388,DB00394
593100177,DB00394
510790055,DB00395
000321708,DB00396
440870818,DB00396
000268488,DB00398
000780387,DB00399
000780350,DB00399
510790790,DB00404
510790789,DB00404
007811328,DB00404
510790788,DB00404
003951003,DB00406
510790902,DB00408
510790678,DB00408
525440494,DB00408
000291526,DB00410
000291527,DB00410
000291525,DB00410
000293159,DB00412
000293158,DB00412
000293160,DB00412
005550612,DB00413
005970183,DB00413
005970083,DB00413
005970184,DB00413
005970084,DB00413
005970185,DB00413
000090002,DB00413
000090004,DB00413
000090006,DB00413
005970190,DB00413
000157403,DB00415
000157405,DB00415
100190630,DB00415
580161032,DB00415
007819408,DB00415
000490014,DB00415
000490013,DB00415
007813404,DB00415
633230388,DB00415
000030972,DB00415
633230399,DB00415
100190631,DB00415
009044014,DB00415
510790602,DB00415
000157404,DB00415
633230389,DB00415
545692411,DB00415
000490024,DB00415
633230369,DB00415
633230368,DB00415
548683111,DB00415
000931172,DB00417
000935195,DB00417
672530201,DB00417
000935194,DB00417
000935199,DB00417
000251031,DB00421
510790980,DB00421
680840206,DB00421
510790103,DB00421
005175710,DB00421
000830016,DB00422
000780442,DB00422
000830007,DB00422
504580586,DB00422
173145851,DB00422
000830003,DB00422
004061121,DB00422
004061122,DB00422
001431290,DB00423
510790091,DB00423
510790092,DB00423
499990048,DB00423
662130425,DB00424
662130423,DB00424
581770255,DB00424
244860601,DB00424
000913537,DB00424
002250295,DB00424
000540086,DB00425
605052604,DB00425
000255401,DB00425
000245401,DB00425
510790724,DB00425
000074117,DB00426
000780368,DB00426
000540198,DB00426
000090856,DB00429
604320547,DB00431
005361270,DB00431
681880931,DB00431
613140044,DB00432
000073367,DB00433
000073363,DB00433
000073362,DB00433
498840550,DB00433
545690353,DB00433
007130135,DB00433
510790542,DB00433
510790541,DB00433
006410491,DB00433
553900077,DB00433
548681332,DB00434
004720755,DB00434
510790205,DB00437
625840713,DB00437
510790206,DB00437
007813177,DB00438
004095092,DB00438
001730379,DB00438
001730413,DB00438
001730412,DB00438
000745092,DB00438
001730378,DB00438
004721284,DB00440
000930088,DB00440
003640649,DB00440
005915571,DB00440
537460271,DB00440
135510501,DB00440
005364683,DB00440
009042725,DB00440
007039514,DB00440
503830823,DB00440
000027502,DB00441
007813283,DB00441
000031614,DB00442
000031612,DB00442
000031611,DB00442
004720370,DB00443
516721274,DB00443
001680040,DB00443
001680055,DB00443
001680056,DB00443
001680266,DB00443
004720371,DB00443
004720380,DB00443
001680057,DB00443
004720381,DB00443
000850575,DB00443
000850566,DB00443
000095091,DB00445
633230011,DB00446
000560172,DB00448
003003046,DB00448
003001544,DB00448
007815734,DB00448
003001541,DB00448
647640544,DB00448
000741187,DB00450
110980010,DB00450
000747069,DB00451
004560050,DB00451
000747068,DB00451
526045100,DB00451
000744552,DB00451
000746624,DB00451
000747148,DB00451
000745182,DB00451
000749296,DB00451
000744341,DB00451
000747149,DB00451
526045125,DB00451
000747070,DB00451
000746594,DB00451
633230649,DB00451
000741203,DB00454
000741178,DB00454
004091178,DB00454
004091180,DB00454
000548595,DB00454
000741180,DB00454
004091203,DB00454
000543545,DB00454
003382691,DB00454
004091176,DB00454
529590452,DB00455
000850458,DB00455
510790631,DB00457
510790632,DB00457
510790630,DB00457
534890330,DB00458
007811764,DB00458
547380913,DB00458
625840751,DB00458
625840750,DB00458
545692726,DB00458
001454300,DB00459
684620359,DB00461
000294852,DB00461
498840650,DB00461
000294851,DB00461
553900480,DB00465
633230161,DB00465
000743795,DB00465
000046925,DB00465
004093795,DB00465
633230162,DB00465
100190029,DB00465
553900481,DB00465
000742288,DB00465
000232181,DB00465
133100153,DB00468
005913593,DB00470
005913591,DB00470
548683084,DB00470
000510021,DB00470
000060117,DB00471
000060275,DB00471
007773105,DB00472
007773104,DB00472
007775120,DB00472
510790971,DB00472
000934356,DB00472
009045785,DB00472
001724363,DB00472
510790141,DB00475
510790374,DB00475
510790375,DB00475
000023240,DB00476
000023235,DB00476
006411397,DB00477
000075061,DB00477
510790518,DB00477
510790516,DB00477
510790130,DB00477
510790519,DB00477
001151911,DB00478
002583711,DB00478
007039040,DB00479
000153020,DB00479
000024165,DB00481
000251520,DB00482
000251525,DB00482
000239177,DB00484
510790610,DB00485
499990267,DB00485
000933123,DB00485
000933125,DB00485
005361190,DB00485
009042648,DB00485
504190105,DB00489
605050080,DB00489
510790986,DB00490
510790985,DB00490
510790960,DB00490
001725664,DB00490
001725663,DB00490
000870819,DB00490
000870818,DB00490
000871202,DB00492
000870158,DB00492
000870609,DB00492
000390019,DB00493
000780327,DB00494
580160690,DB00495
001730107,DB00495
001730113,DB00495
001730595,DB00495
001730108,DB00495
497020202,DB00495
000935385,DB00495
001730691,DB00495
004060552,DB00497
004068515,DB00497
665910913,DB00497
636293774,DB00497
665910931,DB00497
634810623,DB00497
000548648,DB00497
590110410,DB00497
000543682,DB00497
000544650,DB00497
000543686,DB00497
590110100,DB00497
590110105,DB00497
000548650,DB00497
590110103,DB00497
590110440,DB00497
004060512,DB00497
000548657,DB00497
001724960,DB00499
000850525,DB00499
510790808,DB00501
510790807,DB00501
001727171,DB00501
000543350,DB00502
510790734,DB00502
510790733,DB00502
007811397,DB00502
000548342,DB00502
000548345,DB00502
003780327,DB00502
553900147,DB00502
000548344,DB00502
007811393,DB00502
633230474,DB00502
000939604,DB00502
625840725,DB00502
000548346,DB00502
001210581,DB00502
000450255,DB00502
007037021,DB00502
000450253,DB00502
000743956,DB00503
000749492,DB00503
000741940,DB00503
000746633,DB00503
000746799,DB00503
000743333,DB00503
000743959,DB00503
675460111,DB00507
004096510,DB00512
633230314,DB00512
000027355,DB00512
004096533,DB00512
004094332,DB00512
633230221,DB00512
000021444,DB00512
004096509,DB00512
233600152,DB00512
003383552,DB00512
000744346,DB00513
664790023,DB00513
004094346,DB00513
664790021,DB00513
617480044,DB00513
001210638,DB00514
617870062,DB00514
476820217,DB00514
545691051,DB00514
633230103,DB00515
000153220,DB00515
000075500,DB00518
000485806,DB00519
000485805,DB00519
000742280,DB00519
000742278,DB00519
000485807,DB00519
000742279,DB00519
000063822,DB00520
000063823,DB00520
174780710,DB00521
242080367,DB00521
510790023,DB00524
510790024,DB00524
530140975,DB00524
530140850,DB00524
530140835,DB00524
001680008,DB00525
000240590,DB00526
000240591,DB00526
001680046,DB00527
001861905,DB00529
001861906,DB00529
004093863,DB00529
502420062,DB00530
502420064,DB00530
000544130,DB00531
100190956,DB00531
000150503,DB00531
000150504,DB00531
000150505,DB00531
000544129,DB00531
000150548,DB00531
000268552,DB00537
004094777,DB00537
613140656,DB00537
001725311,DB00537
000650654,DB00537
000650656,DB00537
000268554,DB00537
007813239,DB00537
000268513,DB00537
000851777,DB00537
680840070,DB00537
001725312,DB00537
000268512,DB00537
005550815,DB00537
004094778,DB00537
000851741,DB00537
000851755,DB00537
007030958,DB00537
007030956,DB00537
009047941,DB00540
545693849,DB00540
680840031,DB00540
004069918,DB00540
545690225,DB00540
000780016,DB00540
617030309,DB00541
007034412,DB00541
000830063,DB00542
000830079,DB00542
000780449,DB00542
000780447,DB00542
000780406,DB00542
000780448,DB00542
005915714,DB00543
172360889,DB00543
007033015,DB00544
667580044,DB00544
633230117,DB00544
007033018,DB00544
005913191,DB00545
001153511,DB00545
007813040,DB00545
000520460,DB00545
001873010,DB00545
001873012,DB00545
001873013,DB00545
003100402,DB00549
548681752,DB00550
000054609,DB00550
001431480,DB00550
627010800,DB00552
510790742,DB00554
000930756,DB00554
510790743,DB00554
001730633,DB00555
000930039,DB00555
000930463,DB00555
001730526,DB00555
001730756,DB00555
001730642,DB00555
516550079,DB00557
501110308,DB00557
005174201,DB00557
633230021,DB00557
000084990,DB00560
000085360,DB00560
625840782,DB00563
617030408,DB00563
510790670,DB00563
553900034,DB00563
553900033,DB00563
633230122,DB00563
553900143,DB00563
553900031,DB00563
540920172,DB00564
009043855,DB00564
666890323,DB00564
680940214,DB00564
516724047,DB00564
516724124,DB00564
540920173,DB00564
000830027,DB00564
510790870,DB00564
000830063,DB00564
000830052,DB00564
000830062,DB00564
000830061,DB00564
000744380,DB00565
000744382,DB00565
000744378,DB00565
681800124,DB00567
510790604,DB00567
510790605,DB00567
001439897,DB00567
550451415,DB00567
545691025,DB00567
662032300,DB00569
000073230,DB00569
000073232,DB00569
000073234,DB00569
633230278,DB00570
553900091,DB00570
000460473,DB00571
240900471,DB00571
100190145,DB00571
000543727,DB00571
001439872,DB00571
003786220,DB00571
009040411,DB00571
003786160,DB00571
000460471,DB00571
000460470,DB00571
510790278,DB00571
510790277,DB00571
510790279,DB00571
662130425,DB00572
000314250,DB00572
633230234,DB00572
100190250,DB00572
000543194,DB00572
009980303,DB00572
545693251,DB00572
662130423,DB00572
004094911,DB00572
510790067,DB00572
005171010,DB00572
000744911,DB00572
100190251,DB00572
242080750,DB00572
593900186,DB00572
003780415,DB00572
003780872,DB00575
664790520,DB00575
003780873,DB00575
003780871,DB00575
664790521,DB00575
005970032,DB00575
005970031,DB00575
510790299,DB00575
510790300,DB00575
009045656,DB00575
005970033,DB00575
001730933,DB00577
000548486,DB00581
006031378,DB00581
604320038,DB00581
000321602,DB00581
597620930,DB00582
000493170,DB00582
000493190,DB00582
000493180,DB00582
543910050,DB00583
649800130,DB00583
503830172,DB00583
544820144,DB00583
007030404,DB00583
510790952,DB00584
510790951,DB00584
007811785,DB00586
000544221,DB00586
000548222,DB00586
587680100,DB00586
242080457,DB00586
001730498,DB00588
001730453,DB00588
001730499,DB00588
000543270,DB00588
001730695,DB00588
001730494,DB00588
001730697,DB00588
001730719,DB00588
001730696,DB00588
510790958,DB00590
510790957,DB00590
510790959,DB00590
009045522,DB00590
000492760,DB00590
000492750,DB00590
000492780,DB00590
000492770,DB00590
009045524,DB00590
001680064,DB00591
281050149,DB00591
001680059,DB00591
001680058,DB00591
001680060,DB00591
000710237,DB00593
000712418,DB00593
498840117,DB00594
000850362,DB00598
001828202,DB00598
510790928,DB00598
553900130,DB00598
510790929,DB00598
001724365,DB00598
609760346,DB00598
000095136,DB00601
000095135,DB00601
000095140,DB00601
000060032,DB00602
000090064,DB00603
000090746,DB00603
000090050,DB00603
007036801,DB00603
006771174,DB00605
005915661,DB00605
007813124,DB00607
003381019,DB00607
007813125,DB00607
003381017,DB00607
001431195,DB00608
000240084,DB00608
000875650,DB00611
001850771,DB00612
000135301,DB00615
000059218,DB00618
000059270,DB00618
001152111,DB00618
000780401,DB00619
000780402,DB00619
000780438,DB00619
001825047,DB00620
000030494,DB00620
001680005,DB00620
458020054,DB00620
000030293,DB00620
516721267,DB00620
001680089,DB00620
001680006,DB00620
516721263,DB00620
458020055,DB00620
001680081,DB00620
